,번호,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자,시군구명,읍면동명,설치연도,기저귀교환대,CCTV,비상벨,장애인화장실,어린이대변기
3213,3214,공중화장실,법제3조제4호,황수탕 공중화장실,경상북도 영천시 고경면 용담로 1379-4,경상북도 영천시 고경면 덕정리 361번지,2,2,0,0,0,0,2,0,0,영천시고경면행정복지센터,,상시,,2005-02,35.927144,129.115194,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,고경면,2005.0,False,False,False,False,False
3214,3215,공중화장실,법제3조제16호-영제3조제1항제2호,임고서원 공중화장실(2),,경상북도 영천시 임고면 양항리 461,2,3,0,0,0,0,6,0,0,영천시문화예술과,,상시,,2012-06,36.015694,128.973944,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,임고면,2012.0,False,False,True,False,False
3215,3216,공중화장실,법제3조제16호-영제3조제1항제2호,임고서원 공중화장실(1),경상북도 영천시 임고면 포은로 453-13,경상북도 영천시 임고면 양항리 503,1,3,0,0,0,0,3,0,0,영천시문화예술과,,상시,,2012-06,36.01720194,128.9729062,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,임고면,2012.0,False,False,True,False,False
3216,3217,공중화장실,법제3조제5호,곰들덤공원 공중화장실,,경상북도 영천시 임고면 선원리 909-159,2,3,0,0,0,0,4,1,0,영천시임고면행정복지센터,,상시,,2012-06,36.02814,128.9740321,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,,2024-08-05,영천시,임고면,2012.0,True,False,True,True,False
3217,3218,공중화장실,법제3조제5호,임고강변공원 공중화장실(3),"경상북도 영천시 임고면 포은로 842-23, 임고강변공원 공중화장실(3)",경상북도 영천시 임고면 덕연리 132-4 임고강변공원 공중화장실(3),2,4,1,0,0,0,5,0,0,영천시공원관리사업소,,상시,,2009-06,36.0469569,128.9920877,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,N,N,없음,,2024-08-05,영천시,임고면,2009.0,False,False,True,True,False
3218,3219,공중화장실,법제3조제5호,임고강변공원 공중화장실(2),"경상북도 영천시 임고면 포은로 842-15, 임고강변공원 공중화장실(2)",경상북도 영천시 임고면 덕연리 993-19 임고강변공원 공중화장실(2),1,2,0,0,0,0,3,0,0,영천시공원관리사업소,,상시,,2009-06,36.0470716,128.9915189,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,임고면,2009.0,False,False,True,False,False
3219,3220,공중화장실,법제3조제5호,임고강변공원 공중화장실(1 여),경상북도 영천시 임고면 포은로 842-4,경상북도 영천시 임고면 덕연리 165-5,0,0,0,0,0,0,4,0,0,영천시공원관리사업소,,상시,,2009-06,36.0467955,128.989951,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,임고면,2009.0,False,False,True,False,False
3220,3221,공중화장실,법제3조제5호,임고강변공원 공중화장실(1 남),경상북도 영천시 임고면 포은로 842-4,경상북도 영천시 임고면 덕연리 165-5,1,2,0,0,0,0,0,0,0,영천시공원관리사업소,,상시,,2009-06,36.0467955,128.989951,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,임고면,2009.0,False,False,False,False,False
3221,3222,공중화장실,법제3조제5호,영천댐공원 공중화장실(2),경상북도 영천시 임고면 신방로 19,경상북도 영천시 임고면 삼매리 68-1,3,4,1,0,0,0,7,1,0,영천시공원관리사업소,,상시,,2014-05,36.0583042,129.012125,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,임고면,2014.0,False,False,False,True,False
3222,3223,공중화장실,법제3조제5호,영천댐공원 공중화장실(1),경상북도 영천시 임고면 신방로 19,경상북도 영천시 임고면 삼매리 68-1,4,7,1,0,0,0,11,1,0,영천시공원관리사업소,,상시,,2014-05,36.0558702,129.0106963,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,임고면,2014.0,False,False,True,True,False
3223,3224,공중화장실,법제3조제1호,충효리 공중화장실,경상북도 영천시 자양면 포은로 2456,경상북도 영천시 자양면 충효리 535-5,1,1,0,0,0,0,2,0,0,영천시자양면행정복지센터,,상시,,2009-03,36.1068678,129.0746924,공공기관-지방자치단체,수거식,Y,N,없음,N,N,없음,,2024-08-05,영천시,자양면,2009.0,False,False,False,False,False
3224,3225,공중화장실,법제3조제1호,도일리 공중화장실,경상북도 영천시 자양면 도일리 14-9,경상북도 영천시 자양면 도일리 456,1,1,0,0,0,0,2,0,0,영천시자양면행정복지센터,,상시,,2009-03,36.1102186,129.0799825,공공기관-지방자치단체,수거식,Y,N,없음,N,N,없음,,2024-08-05,영천시,자양면,2009.0,False,False,False,False,False
3225,3226,공중화장실,법제3조제1호,망향공원 공중화장실,경상북도 영천시 자양면 포은로 1674,경상북도 영천시 자양면 성곡리 431-1,1,1,0,0,0,0,2,0,0,영천시자양면행정복지센터,,상시,,2013-12,36.0766583,129.0224292,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,자양면,2013.0,False,False,False,False,False
3226,3227,공중화장실,법제3조제5호,화남공동집하장소공원공중화장실,"경상북도 영천시 화남면 신화로 1196, 화남농산물집하장",경상북도 영천시 화남면 삼창리 855-2 화남농산물집하장,2,2,0,0,0,0,4,0,0,영천시화남면행정복지센터,,상시,,2010-04,36.0589019,128.8909224,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,화남면,2010.0,False,False,True,False,False
3227,3228,공중화장실,법제3조제1호,보현산웰빙숲 공중화장실,경상북도 영천시 화북면 정각길 232-8,경상북도 영천시 화북면 정각리 산218-3,1,1,0,0,0,0,2,0,0,영천시화북면행정복지센터,,상시,,2010-04,36.1573653,128.9975144,공공기관-지방자치단체,수거식,Y,N,없음,N,N,없음,,2024-08-05,영천시,화북면,2010.0,False,False,False,False,False
3228,3229,공중화장실,법제3조제13호,다목적광장 공중화장실,경상북도 영천시 화북면 천문로 2150,경상북도 영천시 화북면 자천리 1266-11,2,3,0,0,0,0,3,0,0,영천시화북면행정복지센터,,상시,,2007-12,36.1025221,128.9142272,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,화북면,2007.0,False,False,True,False,False
3229,3230,공중화장실,법제3조제4호,신녕공설시장 공중화장실(2),경상북도 영천시 신녕면 본관시장길 7,경상북도 영천시 신녕면 화성리 972-1,2,3,0,0,0,0,2,0,0,영천시신녕면행정복지센터,,상시,,2013-06,36.04101793,128.7875421,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,신녕면,2013.0,False,False,True,False,False
3230,3231,공중화장실,법제3조제4호,신녕공설시장 공중화장실(1),"경상북도 영천시 신녕면 본관시장길 26-5, 정보화센터",경상북도 영천시 신녕면 화성리 868-5 정보화센터,3,2,0,0,0,0,5,0,0,영천시신녕면행정복지센터,,상시,,2013-05,36.0424019,128.7875089,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,신녕면,2013.0,False,False,True,False,False
3231,3232,공중화장실,법제3조제1호,치산관광지 공중화장실(3) 하,경상북도 영천시 신녕면 치산관광길 246,경상북도 영천시 신녕면 치산리 1950-1,1,1,0,0,0,0,1,0,0,영천시관광진흥과,,상시,,2013-05,36.0506499,128.7113451,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,신녕면,2013.0,False,False,False,False,False
3232,3233,공중화장실,법제3조제1호,치산관광지 공중화장실(2) 중앙,경상북도 영천시 신녕면 치산관광길 263,경상북도 영천시 치산리 1323,3,4,0,0,0,0,6,0,0,영천시관광진흥과,,상시,,2012-05,36.0497026,128.7129058,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,치산리,2012.0,False,False,True,False,False
3233,3234,공중화장실,법제3조제1호,치산관광지 공중화장실(1) 상,경상북도 영천시 신녕면 치산관광길 323,경상북도 영천시 신녕면 치산리 산255,3,4,0,0,0,0,6,0,0,영천시관광진흥과,,상시,,2011-06,36.0444393,128.7149785,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,신녕면,2011.0,False,False,True,False,False
3234,3235,공중화장실,법제3조제2호,은해사 절입구 공중화장실(2),경상북도 영천시 청통면 청통로 952,경상북도 영천시 청통면 치일리 산25-37,2,2,1,1,0,0,5,1,0,영천시청통면행정복지센터,,상시,,2014-06,35.9903776,128.7947663,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,청통면,2014.0,False,False,False,True,False
3235,3236,공중화장실,법제3조제2호,은해사 주차장 공중화장실(1),"경상북도 영천시 청통면 청통로 893, 은해사 주차장 공중화장실(1)",경상북도 영천시 청통면 치일리 307-14 은해사 주차장 공중화장실(1),4,4,1,1,0,0,14,1,0,영천시청통면행정복지센터,,상시,,2012-10,35.9905377,128.7997346,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,없음,,2024-08-05,영천시,청통면,2012.0,False,False,True,True,False
3236,3237,공중화장실,법제3조제5호,냉천강변 공중화장실,"경상북도 영천시 금호읍 금호로 102-64, 냉천강변공중화장실",경상북도 영천시 금호읍 냉천리 687-2 냉천강변공중화장실,2,2,0,0,0,0,2,0,0,영천시공원관리사업소,,상시,,2012-05,35.9318431,128.8780118,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,금호읍,2012.0,False,False,True,False,False
3237,3238,공중화장실,법제3조제5호,금호소공원 공중화장실(2),경상북도 영천시 금호읍 교대리 211-7,경상북도 영천시 금호읍 교대리 211-7,1,2,0,0,0,0,3,0,0,영천시금호읍행정복지센터,,상시,,2013-11,35.9318799,128.8709021,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,금호읍,2013.0,False,False,False,False,False
3238,3239,공중화장실,법제3조제5호,금호소공원 공중화장실(1),"경상북도 영천시 금호읍 교대1길 24, 금호소공원공중화장실",경상북도 영천시 금호읍 교대리 173-6 금호소공원공중화장실,1,3,0,0,0,0,4,0,0,영천시금호읍행정복지센터,,상시,,2013-11,35.9328541,128.8747899,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,금호읍,2013.0,False,False,True,False,False
3239,3240,공중화장실,법제3조제4호,금호공설시장 공중화장실,경상북도 영천시 금호읍 금호로 101,경상북도 영천시 금호읍 교대리 167-35,3,5,1,0,0,0,8,1,0,영천시금호읍행정복지센터,,상시,,2013-11,35.9317333,128.8733351,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,없음,,2024-08-05,영천시,금호읍,2013.0,False,False,True,True,False
3240,3241,공중화장실,법제3조제16호-영제3조제1항제5호,영천별빛유아숲체험원공중화장실,,경상북도 영천시 망정동 산14-5,1,1,1,1,0,0,2,0,0,영천시산림과,,상시,,2021-08,35.9890374,128.9506648,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,N,N,없음,,2024-08-05,영천시,망정동,2021.0,False,False,True,True,False
3241,3242,공중화장실,법제3조제13호,완산1통 공중화장실,,경상북도 영천시 완산동 1269-1,1,1,0,0,0,0,1,0,0,영천시새마을체육과,,상시,,2021-01,35.9650059,128.9542347,공공기관-지방자치단체,수거식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,완산동,2021.0,False,False,True,False,False
3242,3243,공중화장실,법제3조제13호,영천그라운드골프장 공중화장실,,경상북도 영천시 금노동 527-1,2,3,0,0,0,0,5,0,0,영천시새마을체육과,,상시,,2021-06,35.9631325,128.9318661,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,금노동,2021.0,False,False,False,False,False
3243,3244,공중화장실,법제3조제5호,영천댐공원 공중화장실(3),경상북도 영천시 임고면 신방로 19,경상북도 영천시 임고면 삼매리 68-1,2,2,1,0,0,0,4,1,0,영천시공원관리사업소,,상시,,2021-12,36.0585124,129.011893,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,임고면,2021.0,False,False,False,True,False
3244,3245,공중화장실,법제3조제5호,영천강변공원 공중화장실(3),경상북도 영천시 장천1길 18-3,경상북도 영천시 조교동 883-1,2,2,1,0,0,0,3,0,0,영천시공원관리사업소,,상시,,2021-01,35.9694332,128.9519485,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,조교동,2021.0,False,False,False,True,False
3245,3246,공중화장실,법제3조제5호,영천강변공원 공중화장실(4),,경상북도 영천시 완산동 643-3,2,2,1,0,0,0,3,0,0,영천시공원관리사업소,,상시,,2021-01,35.9680644,128.9490941,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,완산동,2021.0,False,False,False,True,False
3246,3247,공중화장실,법제3조제13호,파크골프장(2),,경상북도 영천시 조교동 883-191,2,2,0,0,0,0,3,0,0,영천시새마을체육과,,상시,,2018-01,35.969492,128.9663055,공공기관-지방자치단체,수거식,Y,N,없음,N,N,없음,,2024-08-05,영천시,조교동,2018.0,False,False,False,False,False
3247,3248,공중화장실,법제3조제13호,화산체육공원,,경상북도 영천시 화산면 유성리 1617,2,2,0,0,0,0,4,0,0,영천시화산면행정복지센터,,상시,,2017-01,36.0190466,128.8578549,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,화산면,2017.0,False,False,False,False,False
3248,3249,공중화장실,법제3조제5호,성황산공원,,경상북도 영천시 신녕면 화성리 732-2,1,1,1,0,0,0,3,1,0,영천시신녕면행정복지센터,,상시,,2018-01,36.0469381,128.7883392,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,신녕면,2018.0,False,False,True,True,False
3249,3250,공중화장실,법제3조제1호,중앙공원,"경상북도 영천시 문외3길 8, 중앙공원 공중화장실 (문외동)",경상북도 영천시 문외동 155-1 중앙공원 공중화장실,1,2,1,0,0,0,3,1,0,영천시중앙동행정복지센터,,상시,,2018-01,35.9704964,128.9352821,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2024-08-05,영천시,문외동,2018.0,False,False,True,True,False
3250,3251,공중화장실,법제3조제5호,금호강강변공원,"경상북도 영천시 남촌강변길 72-6, 금호강 강변공원 공중화장실 (금노동)",경상북도 영천시 금노동 618-131 금호강 강변공원 공중화장실,1,2,0,0,0,0,3,0,0,영천시공원관리사업소,,상시,,2018-01,35.9555496,128.9243421,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,금노동,2018.0,False,False,True,False,False
3251,3252,공중화장실,법제3조제5호,충혼탑,"경상북도 영천시 왕평길 28-7, 충혼탑 공중화장실 (교촌동)",경상북도 영천시 교촌동 308-11 충혼탑 공중화장실,2,2,0,0,0,0,4,0,0,영천시서부동행정복지센터,,상시,,2018-01,35.9678003,128.926056,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,교촌동,2018.0,False,False,True,False,False
3252,3253,공중화장실,법제3조제5호,어린이소공원 화장실,,경상북도 영천시 금호읍 교대리 211-7,1,2,1,0,0,0,3,1,0,영천시금호읍행정복지센터,,상시,,2019-06,35.9318799,128.870891,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2024-08-05,영천시,금호읍,2019.0,False,False,True,True,False
3253,3254,공중화장실,법제3조제2호,보현산천문대 공중화장실,경상북도 영천시 화북면 정각길 862,경상북도 영천시 화북면 정각리 산6-1,1,1,0,0,0,0,4,0,0,영천시화북면행정복지센터,,상시,,2018-09,36.1668021,128.9809215,공공기관-지방자치단체,수거식,Y,N,없음,N,N,없음,,2024-08-05,영천시,화북면,2018.0,False,False,False,False,False
3254,3255,개방화장실,법제3조제16호-영제3조제1항제1호,북안면행정복지센터,"경상북도 영천시 북안면 운북로 1995, 북안면사무소",경상북도 영천시 북안면 고지리 549-1,3,5,0,0,0,0,4,0,0,영천시북안면행정복지센터,,정시,정시(09:00∼18:00),2019-01,35.9153994,129.0091606,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,북안면,2019.0,False,False,False,False,False
3255,3256,개방화장실,법제3조제16호-영제3조제1항제1호,화북면행정복지센터,경상북도 영천시 화북면 화북길 93,경상북도 영천시 화북면 자천리 1470,3,4,0,0,0,0,2,0,0,영천시화북면행정복지센터,,정시,정시(09:00∼18:00),1995-01,36.1082961,128.9193743,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,화북면,1995.0,False,False,False,False,False
3256,3257,개방화장실,법제3조제16호-영제3조제1항제1호,중앙동행정복지센터,경상북도 영천시 천문로 402-4,경상북도 영천시 문내동 2-4,1,2,0,0,0,0,1,0,0,영천시중앙동행정복지센터,,정시,정시(09:00∼18:00),2007-01,35.9734061,128.9298232,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,문내동,2007.0,False,False,False,False,False
3257,3258,개방화장실,법제3조제16호-영제3조제1항제2호,영천전통문화체험관,"경상북도 영천시 운동장로 54, 영천민속관 (교촌동)",경상북도 영천시 교촌동 288-4,4,4,0,0,0,0,6,0,0,영천시문화예술과,,정시,정시(09:00∼18:00),2019-05,35.9675989,128.9244269,공공기관-지방자치단체,수세식,Y,N,없음,N,Y,남자화장실+여자화장실,,2024-08-05,영천시,교촌동,2019.0,True,False,False,False,False
3258,3259,개방화장실,법제3조제16호-영제3조제1항제1호,완산동행정복지센터,"경상북도 영천시 완산2길 9, 완산동주민센터 (완산동)",경상북도 영천시 완산동 994,2,4,0,0,0,0,4,0,0,영천시완산동행정복지센터,,정시,정시(09:00∼18:00),1993-01,35.9648537,128.9396265,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,완산동,1993.0,False,False,False,False,False
3259,3260,개방화장실,법제3조제16호-영제3조제1항제1호,신녕면행정복지센터,"경상북도 영천시 신녕면 화성중앙길 30, 신녕면사무소",경상북도 영천시 신녕면 화성리 419,6,6,0,0,0,0,7,0,0,영천시신녕면행정복지센터,,정시,정시(09:00∼18:00),2015-05,36.0453449,128.7897514,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,신녕면,2015.0,False,False,False,False,False
3260,3261,개방화장실,법제3조제16호-영제3조제1항제1호,동부동행정복지센터,"경상북도 영천시 상록4길 63, 동부동주민센터 (야사동)",경상북도 영천시 야사동 334-18,2,4,0,0,0,0,2,0,0,영천시동부동행정복지센터,,정시,정시(09:00∼18:00),1991-01,35.9745208,128.9425821,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-08-05,영천시,야사동,1991.0,False,False,False,False,False
