관광지명,지역(광역),지역(기초),주소,대분류,중분류,소분류,위도,경도,읍면동,업체명,주소_카페,위도_카페,경도_카페,상호,위도_캠핑장,경도_캠핑장,업체명_사찰,전화번호,위도_사찰,경도_사찰,행사명,행사내용,장소명,행사시작일자,행사종료일자
신녕포교당,경상북도,영천시,경상북도 영천시 신녕면 동산길 11,인문(문화/예술/역사),역사관광지,사찰,36.0409468175838,128.790024804802,신녕면,마실커피숍,"경상북도 영천시 신녕면 치산효령로 2, 1층",36.04354618,128.7873225,치산관광지 캠핑장,36.0491430346908,128.712808386993,수도사(영천),054-337-0730,36.03962708,128.7179625,,,,,
신녕포교당,경상북도,영천시,경상북도 영천시 신녕면 동산길 11,인문(문화/예술/역사),역사관광지,사찰,36.0409468175838,128.790024804802,신녕면,마실커피숍,"경상북도 영천시 신녕면 치산효령로 2, 1층",36.04354618,128.7873225,치산관광지 캠핑장,36.0491430346908,128.712808386993,신녕포교당,054-332-0271,36.04094682,128.7900248,,,,,
신녕포교당,경상북도,영천시,경상북도 영천시 신녕면 동산길 11,인문(문화/예술/역사),역사관광지,사찰,36.0409468175838,128.790024804802,신녕면,마실커피숍,"경상북도 영천시 신녕면 치산효령로 2, 1층",36.04354618,128.7873225,치산관광지 캠핑장,36.0491430346908,128.712808386993,한광사,054-332-0772,36.08420378,128.7666311,,,,,
신녕포교당,경상북도,영천시,경상북도 영천시 신녕면 동산길 11,인문(문화/예술/역사),역사관광지,사찰,36.0409468175838,128.790024804802,신녕면,정,"경상북도 영천시 신녕면 갑티로 132, 1층",36.08972786,128.727543,휘명빌리지,36.0459750239407,128.800724617338,부귀사(영천),054-332-0910,36.02565658,128.7479089,,,,,
신녕포교당,경상북도,영천시,경상북도 영천시 신녕면 동산길 11,인문(문화/예술/역사),역사관광지,사찰,36.0409468175838,128.790024804802,신녕면,정,"경상북도 영천시 신녕면 갑티로 132, 1층",36.08972786,128.727543,휘명빌리지,36.0459750239407,128.800724617338,수도사(영천),054-337-0730,36.03962708,128.7179625,,,,,
신녕포교당,경상북도,영천시,경상북도 영천시 신녕면 동산길 11,인문(문화/예술/역사),역사관광지,사찰,36.0409468175838,128.790024804802,신녕면,정,"경상북도 영천시 신녕면 갑티로 132, 1층",36.08972786,128.727543,휘명빌리지,36.0459750239407,128.800724617338,신녕포교당,054-332-0271,36.04094682,128.7900248,,,,,
신녕포교당,경상북도,영천시,경상북도 영천시 신녕면 동산길 11,인문(문화/예술/역사),역사관광지,사찰,36.0409468175838,128.790024804802,신녕면,정,"경상북도 영천시 신녕면 갑티로 132, 1층",36.08972786,128.727543,휘명빌리지,36.0459750239407,128.800724617338,한광사,054-332-0772,36.08420378,128.7666311,,,,,
신녕포교당,경상북도,영천시,경상북도 영천시 신녕면 동산길 11,인문(문화/예술/역사),역사관광지,사찰,36.0409468175838,128.790024804802,신녕면,정,"경상북도 영천시 신녕면 갑티로 132, 1층",36.08972786,128.727543,치산관광지 캠핑장,36.0491430346908,128.712808386993,부귀사(영천),054-332-0910,36.02565658,128.7479089,,,,,
신녕포교당,경상북도,영천시,경상북도 영천시 신녕면 동산길 11,인문(문화/예술/역사),역사관광지,사찰,36.0409468175838,128.790024804802,신녕면,정,"경상북도 영천시 신녕면 갑티로 132, 1층",36.08972786,128.727543,치산관광지 캠핑장,36.0491430346908,128.712808386993,수도사(영천),054-337-0730,36.03962708,128.7179625,,,,,
신녕포교당,경상북도,영천시,경상북도 영천시 신녕면 동산길 11,인문(문화/예술/역사),역사관광지,사찰,36.0409468175838,128.790024804802,신녕면,정,"경상북도 영천시 신녕면 갑티로 132, 1층",36.08972786,128.727543,치산관광지 캠핑장,36.0491430346908,128.712808386993,신녕포교당,054-332-0271,36.04094682,128.7900248,,,,,
신녕포교당,경상북도,영천시,경상북도 영천시 신녕면 동산길 11,인문(문화/예술/역사),역사관광지,사찰,36.0409468175838,128.790024804802,신녕면,정,"경상북도 영천시 신녕면 갑티로 132, 1층",36.08972786,128.727543,치산관광지 캠핑장,36.0491430346908,128.712808386993,한광사,054-332-0772,36.08420378,128.7666311,,,,,
영지사,경상북도,영천시,경상북도 영천시 대창면 영지길 47길(대창면),인문(문화/예술/역사),역사관광지,사찰,35.8443609409354,128.951288311418,대창면,담숨,"경상북도 영천시 대창면 금창로 1095-60, 나무와 학교",35.86858579,128.9412194,키즈팜야영장(금박산관광농원),35.8743796606071,128.890426150292,영지사,054-336-4041,35.84436094,128.9512883,,,,,
영지사,경상북도,영천시,경상북도 영천시 대창면 영지길 47길(대창면),인문(문화/예술/역사),역사관광지,사찰,35.8443609409354,128.951288311418,대창면,담숨,"경상북도 영천시 대창면 금창로 1095-60, 나무와 학교",35.86858579,128.9412194,늘푸른체험학교,35.8582118337882,128.919793703627,영지사,054-336-4041,35.84436094,128.9512883,,,,,
영천돌할매공원,경상북도,영천시,경상북도 영천시 북안면 돌할매로 48(북안면),인문(문화/예술/역사),휴양관광지,공원,35.9397065635503,129.045854442147,북안면,세븐일레븐 영천북안터미널점,경상북도 영천시 북안면 운북로 2032-1,35.91867061,129.008848,,,,만불사(영천),054-335-0101,35.91030283,129.0329207,,,,,
영천돌할매공원,경상북도,영천시,경상북도 영천시 북안면 돌할매로 48(북안면),인문(문화/예술/역사),휴양관광지,공원,35.9397065635503,129.045854442147,북안면,할미돌,경상북도 영천시 북안면 돌할매로 467,35.9392403,129.0443534,,,,만불사(영천),054-335-0101,35.91030283,129.0329207,,,,,
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,천문대별빛정원,36.1509458971604,128.996686576205,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,천문대별빛정원,36.1509458971604,128.996686576205,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,별무리,36.1272043702546,128.985664528888,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,별무리,36.1272043702546,128.985664528888,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,별빛야영장,36.140254867493,128.996473636029,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,별빛야영장,36.140254867493,128.996473636029,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,채송화글램핑,36.1006798419867,128.911819936859,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,채송화글램핑,36.1006798419867,128.911819936859,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,별밤캠프,36.1113909054167,128.905507839116,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,별밤캠프,36.1113909054167,128.905507839116,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,천문대별빛정원,36.1509458971604,128.996686576205,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,천문대별빛정원,36.1509458971604,128.996686576205,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,별무리,36.1272043702546,128.985664528888,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,별무리,36.1272043702546,128.985664528888,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,별빛야영장,36.140254867493,128.996473636029,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,별빛야영장,36.140254867493,128.996473636029,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,채송화글램핑,36.1006798419867,128.911819936859,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,채송화글램핑,36.1006798419867,128.911819936859,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,별밤캠프,36.1113909054167,128.905507839116,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,별밤캠프,36.1113909054167,128.905507839116,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,천문대별빛정원,36.1509458971604,128.996686576205,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,천문대별빛정원,36.1509458971604,128.996686576205,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,별무리,36.1272043702546,128.985664528888,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,별무리,36.1272043702546,128.985664528888,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,별빛야영장,36.140254867493,128.996473636029,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,별빛야영장,36.140254867493,128.996473636029,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,채송화글램핑,36.1006798419867,128.911819936859,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,채송화글램핑,36.1006798419867,128.911819936859,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,별밤캠프,36.1113909054167,128.905507839116,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,별밤캠프,36.1113909054167,128.905507839116,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,천문대별빛정원,36.1509458971604,128.996686576205,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,천문대별빛정원,36.1509458971604,128.996686576205,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,별무리,36.1272043702546,128.985664528888,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,별무리,36.1272043702546,128.985664528888,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,별빛야영장,36.140254867493,128.996473636029,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,별빛야영장,36.140254867493,128.996473636029,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,채송화글램핑,36.1006798419867,128.911819936859,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,채송화글램핑,36.1006798419867,128.911819936859,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,별밤캠프,36.1113909054167,128.905507839116,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,EM흙공던지기,영천목재문화체험장,2019-07-27,2019-07-27
영천목재문화체험장,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,인문(문화/예술/역사),체험관광지,이색체험,36.1416418514873,128.978627527783,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,별밤캠프,36.1113909054167,128.905507839116,봉림사(영천),054-337-3413,36.12617697,128.8978888,2019 영천시 가족봉사단 체험활동,환경정화활동,영천목재문화체험장,2019-07-27,2019-07-27
영천보현산천문과학관,경상북도,영천시,경상북도 영천시 화북면 별빛로 681-32,인문(문화/예술/역사),문화시설,전시관,36.140254867493,128.996473636029,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,천문대별빛정원,36.1509458971604,128.996686576205,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
영천보현산천문과학관,경상북도,영천시,경상북도 영천시 화북면 별빛로 681-32,인문(문화/예술/역사),문화시설,전시관,36.140254867493,128.996473636029,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,별무리,36.1272043702546,128.985664528888,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
영천보현산천문과학관,경상북도,영천시,경상북도 영천시 화북면 별빛로 681-32,인문(문화/예술/역사),문화시설,전시관,36.140254867493,128.996473636029,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,별빛야영장,36.140254867493,128.996473636029,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
영천보현산천문과학관,경상북도,영천시,경상북도 영천시 화북면 별빛로 681-32,인문(문화/예술/역사),문화시설,전시관,36.140254867493,128.996473636029,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,채송화글램핑,36.1006798419867,128.911819936859,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
영천보현산천문과학관,경상북도,영천시,경상북도 영천시 화북면 별빛로 681-32,인문(문화/예술/역사),문화시설,전시관,36.140254867493,128.996473636029,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,별밤캠프,36.1113909054167,128.905507839116,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
영천보현산천문과학관,경상북도,영천시,경상북도 영천시 화북면 별빛로 681-32,인문(문화/예술/역사),문화시설,전시관,36.140254867493,128.996473636029,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,천문대별빛정원,36.1509458971604,128.996686576205,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
영천보현산천문과학관,경상북도,영천시,경상북도 영천시 화북면 별빛로 681-32,인문(문화/예술/역사),문화시설,전시관,36.140254867493,128.996473636029,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,별무리,36.1272043702546,128.985664528888,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
영천보현산천문과학관,경상북도,영천시,경상북도 영천시 화북면 별빛로 681-32,인문(문화/예술/역사),문화시설,전시관,36.140254867493,128.996473636029,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,별빛야영장,36.140254867493,128.996473636029,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
영천보현산천문과학관,경상북도,영천시,경상북도 영천시 화북면 별빛로 681-32,인문(문화/예술/역사),문화시설,전시관,36.140254867493,128.996473636029,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,채송화글램핑,36.1006798419867,128.911819936859,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
영천보현산천문과학관,경상북도,영천시,경상북도 영천시 화북면 별빛로 681-32,인문(문화/예술/역사),문화시설,전시관,36.140254867493,128.996473636029,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,별밤캠프,36.1113909054167,128.905507839116,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
