관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,위도,경도,데이터기준일자
영천시청,"경상북도 영천시 도남공단길 53 (도남동, (주)세원물산)",경상북도 영천시 도남동 195 (도남농공단지 입구),생활방범,1,200,북서,30,2017-07-01,054-330-6663,35.9306746,128.9425543,2022-11-29
영천시청,경상북도 영천시 도남동 칠백로,경상북도 영천시 도남동 456-1 (삼거리),생활방범,1,200,360도전방면,30,2020-06-01,054-330-6663,35.930918,128.934794,2022-11-29
영천시청,경상북도 영천시 도남동 칠백로,경상북도 영천시 도남동 456-1 (삼거리),생활방범,1,200,북동,30,2020-06-01,054-330-6663,35.930918,128.934794,2022-11-29
영천시청,경상북도 영천시 도남동 칠백로,경상북도 영천시 도남동 456-1 (삼거리),생활방범,1,200,정서,30,2020-06-01,054-330-6663,35.930918,128.934794,2022-11-29
영천시청,경상북도 영천시 도남동 도동구역길,경상북도 영천시 도남동634-3 (동승병원 주변),생활방범,1,200,360도전방면,30,2019-08-01,054-330-6663,35.9337474,128.9300229,2022-11-29
영천시청,경상북도 영천시 도남동 도동구역길,경상북도 영천시 도남동634-3 (동승병원 주변),생활방범,1,200,북동,30,2019-08-01,054-330-6663,35.9337474,128.9300229,2022-11-29
영천시청,경상북도 영천시 도동 도돌앞길,경상북도 영천시 도동 493-2 (도동 삼거리),생활방범,1,200,360도전방면,30,2022-09-01,054-330-6663,35.9433903,128.9286383,2022-11-29
영천시청,경상북도 영천시 도동 도돌앞길,경상북도 영천시 도동 493-2 (도동 삼거리),생활방범,1,200,정북,30,2022-09-01,054-330-6663,35.9433903,128.9286383,2022-11-29
영천시청,"경상북도 영천시 도동큰길 36 (도동, 천마빌라)",경상북도 영천시 도동 515-1 (천마빌라 앞),생활방범,1,200,정북,30,2019-12-01,054-330-6663,35.9414161,128.9311694,2022-11-29
영천시청,"경상북도 영천시 도동큰길 36 (도동, 천마빌라)",경상북도 영천시 도동 515-1 (천마빌라 앞),생활방범,1,200,정서,30,2019-12-01,054-330-6663,35.9414161,128.9311694,2022-11-29
영천시청,경상북도 영천시 도동 천문로,경상북도 영천시 도동 685 (남부예배당 맞은편),생활방범,1,200,360도전방면,30,2019-10-01,054-330-6663,35.9401396,128.9296777,2022-11-29
영천시청,경상북도 영천시 도동 천문로,경상북도 영천시 도동 685 (남부예배당 맞은편),생활방범,1,200,정서,30,2019-10-01,054-330-6663,35.9401396,128.9296777,2022-11-29
영천시청,경상북도 영천시 도동 천문로,경상북도 영천시 도동 685 (남부예배당 맞은편),생활방범,1,200,남동,30,2019-10-01,054-330-6663,35.9401396,128.9296777,2022-11-29
영천시청,경상북도 영천시 도동 천문로,경상북도 영천시 도동 685 (남부예배당 맞은편),생활방범,1,200,북서,30,2019-10-01,054-330-6663,35.9401396,128.9296777,2022-11-29
영천시청,경상북도 영천시 도동 도동구역길,경상북도 영천시 도동 739-10 (황정교 앞 삼거리),생활방범,1,200,북동,30,2019-12-01,054-330-6663,35.9350241,128.9271341,2022-11-29
영천시청,경상북도 영천시 도동 도동구역길,경상북도 영천시 도동 739-10 (황정교 앞 삼거리),생활방범,1,200,남동,30,2019-12-01,054-330-6663,35.9350241,128.9271341,2022-11-29
영천시청,경상북도 영천시 도들앞길 8 (도동),경상북도 영천시 도동 795-5 (성남여고 앞),교통단속,1,200,정북,30,2017-06-01,054-330-6663,35.9426924,128.9328773,2022-11-29
영천시청,경상북도 영천시 도들앞길 8 (도동),경상북도 영천시 도동 795-5 (성남여고 앞),교통단속,1,200,남동,30,2017-06-01,054-330-6663,35.9426924,128.9328773,2022-11-29
영천시청,경상북도 영천시 도들앞길 8 (도동),경상북도 영천시 도동 795-5 (성남여고 앞),교통단속,1,200,정서,30,2017-06-01,054-330-6663,35.9426924,128.9328773,2022-11-29
영천시청,경상북도 영천시 도들앞길 8 (도동),경상북도 영천시 도동 795-5 (성남여고 앞),교통단속,1,200,북서,30,2017-06-01,054-330-6663,35.9426924,128.9328773,2022-11-29
영천시청,경상북도 영천시 도림동 세홍길,경상북도 영천시 도림동 1306,생활방범,1,200,360도전방면,30,2019-10-01,054-330-6663,36.0181743,128.9376026,2022-11-29
영천시청,경상북도 영천시 도림동 세홍길,경상북도 영천시 도림동 1306,생활방범,1,200,남동,30,2019-10-01,054-330-6663,36.0181743,128.9376026,2022-11-29
영천시청,경상북도 영천시 망정동 동부로,경상북도 영천시 망정동 119 (우방아파트 입구),생활방범,1,200,정서,30,2016-06-01,054-330-6663,35.972262,128.9487477,2022-11-29
영천시청,경상북도 영천시 망정동 동부로,경상북도 영천시 망정동 119 (우방아파트 입구),생활방범,1,200,북동,30,2016-06-01,054-330-6663,35.972262,128.9487477,2022-11-29
영천시청,경상북도 영천시 망정동 동부로,경상북도 영천시 망정동 119 (우방아파트 입구),생활방범,1,200,정동,30,2016-06-01,054-330-6663,35.972262,128.9487477,2022-11-29
영천시청,경상북도 영천시 망정동 동부로,경상북도 영천시 망정동 119 (우방아파트 입구),생활방범,1,200,정남,30,2016-06-01,054-330-6663,35.972262,128.9487477,2022-11-29
영천시청,"경상북도 영천시 동부로 40 (망정동, 주공아파트)",경상북도 영천시 망정동 129 (망정주공 2차 놀이터),어린이보호,1,200,360도전방면,30,2022-09-01,054-330-6663,35.9733994,128.9500592,2022-11-29
영천시청,"경상북도 영천시 동부로 40 (망정동, 주공아파트)",경상북도 영천시 망정동 129 (망정주공 2차 놀이터),어린이보호,1,200,북동,30,2022-09-01,054-330-6663,35.9733994,128.9500592,2022-11-29
영천시청,"경상북도 영천시 동부로 40 (망정동, 주공아파트)",경상북도 영천시 망정동 129 (망정주공 2차 놀이터),어린이보호,1,200,북서,30,2022-09-01,054-330-6663,35.9733994,128.9500592,2022-11-29
영천시청,"경상북도 영천시 동부로 40 (망정동, 주공아파트)",경상북도 영천시 망정동 129 (망정주공 2차 놀이터),어린이보호,1,200,정서,30,2022-09-01,054-330-6663,35.9733994,128.9500592,2022-11-29
영천시청,"경상북도 영천시 동부로 40 (망정동, 주공아파트)",경상북도 영천시 망정동 129 (망정주공 2차 놀이터),어린이보호,1,200,정동,30,2022-09-01,054-330-6663,35.9733994,128.9500592,2022-11-29
영천시청,"경상북도 영천시 동부로 40 (망정동, 주공아파트)",경상북도 영천시 망정동 129 (망정주공 2차 놀이터),어린이보호,1,200,정남,30,2022-09-01,054-330-6663,35.9733994,128.9500592,2022-11-29
영천시청,경상북도 영천시 망정동 미륵3길,경상북도 영천시 망정동 135-2,생활방범,1,200,북동,30,2017-12-01,054-330-6663,35.9736081,128.9511527,2022-11-29
영천시청,경상북도 영천시 망정동 미륵3길,경상북도 영천시 망정동 135-2,생활방범,1,200,북서,30,2017-12-01,054-330-6663,35.9736081,128.9511527,2022-11-29
영천시청,경상북도 영천시 망정동 미륵3길,경상북도 영천시 망정동 135-2,생활방범,1,200,정동,30,2017-12-01,054-330-6663,35.9736081,128.9511527,2022-11-29
영천시청,경상북도 영천시 망정동 호국로,경상북도 영천시 망정동 163-10 (참뼈 근처),생활방범,1,200,북동,30,2021-06-01,054-330-6663,35.9748278,128.9498046,2022-11-29
영천시청,경상북도 영천시 망정동 호국로,경상북도 영천시 망정동 163-10 (참뼈 근처),생활방범,1,200,북서,30,2021-06-01,054-330-6663,35.9748278,128.9498046,2022-11-29
영천시청,경상북도 영천시 망정동 호국로,경상북도 영천시 망정동 163-10 (참뼈 근처),생활방범,1,200,정남,30,2021-06-01,054-330-6663,35.9748278,128.9498046,2022-11-29
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 169-5 (탑마트 남동쪽 펜스주변),생활방범,1,200,북동,30,2018-08-01,054-330-6663,35.9755357,128.9482054,2022-11-29
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 169-5 (탑마트 남동쪽 펜스주변),생활방범,1,200,북서,30,2018-08-01,054-330-6663,35.9755357,128.9482054,2022-11-29
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 169-5 (탑마트 남동쪽 펜스주변),생활방범,1,200,정동,30,2018-08-01,054-330-6663,35.9755357,128.9482054,2022-11-29
영천시청,경상북도 영천시 망정동 망정2길,경상북도 영천시 망정동 186-8 (청호아파트 입구),생활방범,1,200,정동,30,2017-06-01,054-330-6663,35.9758209,128.950037,2022-11-29
영천시청,경상북도 영천시 망정동 망정2길,경상북도 영천시 망정동 186-8 (청호아파트 입구),생활방범,1,200,정서,30,2017-06-01,054-330-6663,35.9758209,128.950037,2022-11-29
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 325-32 (포은초교 후문),생활방범,1,200,정북,30,2017-12-01,054-330-6663,35.9808474,128.9514364,2022-11-29
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 325-32 (포은초교 후문),생활방범,1,200,정동,30,2017-12-01,054-330-6663,35.9808474,128.9514364,2022-11-29
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 325-32 (포은초교 후문),생활방범,1,200,정남,30,2017-12-01,054-330-6663,35.9808474,128.9514364,2022-11-29
영천시청,경상북도 영천시 망정동 망정로,경상북도 영천시 망정동 365 (휴먼시아 앞 삼거리),생활방범,1,200,북동,30,2021-06-01,054-330-6663,35.983287,128.952348,2022-11-29
영천시청,경상북도 영천시 망정동 망정로,경상북도 영천시 망정동 365 (휴먼시아 앞 삼거리),생활방범,1,200,남동,30,2021-06-01,054-330-6663,35.983287,128.952348,2022-11-29
영천시청,경상북도 영천시 망정동 창신길,경상북도 영천시 망정동 409-16 (망정제2공원),어린이보호,1,200,남동,30,2014-12-01,054-330-6663,35.989986,128.9560985,2022-11-29
영천시청,경상북도 영천시 망정동 창신길,경상북도 영천시 망정동 409-16 (망정제2공원),어린이보호,1,200,북동,30,2014-12-01,054-330-6663,35.989986,128.9560985,2022-11-29
영천시청,경상북도 영천시 창신길 139 (망정동),경상북도 영천시 망정동 417-14,생활방범,1,200,360도전방면,30,2021-06-01,054-330-6663,35.986727,128.956763,2022-11-29
영천시청,경상북도 영천시 창신길 139 (망정동),경상북도 영천시 망정동 417-14,생활방범,1,200,정북,30,2021-06-01,054-330-6663,35.986727,128.956763,2022-11-29
영천시청,경상북도 영천시 창신길 139 (망정동),경상북도 영천시 망정동 417-14,생활방범,1,200,정남,30,2021-06-01,054-330-6663,35.986727,128.956763,2022-11-29
영천시청,경상북도 영천시 창신1길 4 (망정동),경상북도 영천시 망정동 417-17 (창신아파트 입구),생활방범,1,200,360도전방면,30,2018-05-01,054-330-6663,35.9863697,128.9551617,2022-11-29
영천시청,경상북도 영천시 창신1길 4 (망정동),경상북도 영천시 망정동 417-17 (창신아파트 입구),생활방범,1,200,정북,30,2018-05-01,054-330-6663,35.9863697,128.9551617,2022-11-29
영천시청,경상북도 영천시 창신1길 4 (망정동),경상북도 영천시 망정동 417-17 (창신아파트 입구),생활방범,1,200,정남,30,2018-05-01,054-330-6663,35.9863697,128.9551617,2022-11-29
영천시청,경상북도 영천시 창신1길 4 (망정동),경상북도 영천시 망정동 417-17 (창신아파트 입구),생활방범,1,200,정동,30,2018-05-01,054-330-6663,35.9863697,128.9551617,2022-11-29
영천시청,경상북도 영천시 청솔길 12 (망정동),경상북도 영천시 망정동 417-5 (망정제3공원),어린이보호,1,200,360도전방면,30,2018-05-01,054-330-6663,35.9877198,128.9564096,2022-11-29
영천시청,경상북도 영천시 청솔길 12 (망정동),경상북도 영천시 망정동 417-5 (망정제3공원),어린이보호,1,200,정동,30,2021-06-01,054-330-6663,35.9877198,128.9564096,2022-11-29
영천시청,경상북도 영천시 청솔길 12 (망정동),경상북도 영천시 망정동 417-5 (망정제3공원),어린이보호,1,200,정북,30,2021-06-01,054-330-6663,35.9877198,128.9564096,2022-11-29
영천시청,경상북도 영천시 망정동 새천년공원길,경상북도 영천시 망정동 431 (우로지 자연생태공원),어린이보호,1,200,360도전방면,30,2016-06-01,054-330-6663,35.9857483,128.9575542,2022-11-29
영천시청,경상북도 영천시 망정동 새천년공원길,경상북도 영천시 망정동 431 (우로지 자연생태공원),어린이보호,1,200,정북,30,2016-06-01,054-330-6663,35.9857483,128.9575542,2022-11-29
영천시청,경상북도 영천시 망정동 새천년공원길,경상북도 영천시 망정동 431 (우로지 자연생태공원),어린이보호,1,200,정동,30,2016-06-01,054-330-6663,35.9857483,128.9575542,2022-11-29
영천시청,경상북도 영천시 망정동 새천년공원길,경상북도 영천시 망정동 431 (우로지 자연생태공원),어린이보호,1,200,남동,30,2016-06-01,054-330-6663,35.9857483,128.9575542,2022-11-29
영천시청,경상북도 영천시 망정동 새천년공원길,경상북도 영천시 망정동 431 (우로지 자연생태공원),어린이보호,1,200,북서,30,2016-06-01,054-330-6663,35.9857483,128.9575542,2022-11-29
영천시청,경상북도 영천시 망정동 새천년공원길,경상북도 영천시 망정동 431 (우로지 자연생태공원),어린이보호,1,200,정남,30,2016-06-01,054-330-6663,35.9857483,128.9575542,2022-11-29
영천시청,경상북도 영천시 망정동 새천년공원길,경상북도 영천시 망정동 431 (우로지 자연생태공원),어린이보호,1,200,정서,30,2013-05-01,054-330-6663,35.9857483,128.9575542,2022-11-29
영천시청,경상북도 영천시 언하공단로 94 (망정동),경상북도 영천시 망정동 471-1 (호반빌라 앞),생활방범,1,200,정동,30,2020-06-01,054-330-6663,35.986142,128.9532092,2022-11-29
영천시청,경상북도 영천시 언하공단로 94 (망정동),경상북도 영천시 망정동 471-1 (호반빌라 앞),생활방범,1,200,정서,30,2020-06-01,054-330-6663,35.986142,128.9532092,2022-11-29
영천시청,경상북도 영천시 언하공단로 94 (망정동),경상북도 영천시 망정동 471-1 (호반빌라 앞),생활방범,1,200,정북,30,2020-06-01,054-330-6663,35.986142,128.9532092,2022-11-29
영천시청,경상북도 영천시 창신1길 25 (망정동),경상북도 영천시 망정동 471-7 (아이존빌스타앞네거리),생활방범,1,200,360도전방면,30,2019-10-01,054-330-6663,35.9883155,128.9543094,2022-11-29
영천시청,경상북도 영천시 창신1길 25 (망정동),경상북도 영천시 망정동 471-7 (아이존빌스타앞네거리),생활방범,1,200,북동,30,2019-10-01,054-330-6663,35.9883155,128.9543094,2022-11-29
영천시청,경상북도 영천시 창신1길 25 (망정동),경상북도 영천시 망정동 471-7 (아이존빌스타앞네거리),생활방범,1,200,정동,30,2019-10-01,054-330-6663,35.9883155,128.9543094,2022-11-29
영천시청,경상북도 영천시 창신1길 25 (망정동),경상북도 영천시 망정동 471-7 (아이존빌스타앞네거리),생활방범,1,200,정북,30,2019-10-01,054-330-6663,35.9883155,128.9543094,2022-11-29
영천시청,경상북도 영천시 창신1길 25 (망정동),경상북도 영천시 망정동 471-7 (아이존빌스타앞네거리),생활방범,1,200,남동,30,2019-10-01,054-330-6663,35.9883155,128.9543094,2022-11-29
영천시청,경상북도 영천시 창신길 41 (망정동),경상북도 영천시 망정동 518-1 (리라잉글리쉬 부근 삼거리),생활방범,1,200,360도전방면,30,2016-06-01,054-330-6663,35.989511,128.952053,2022-11-29
영천시청,경상북도 영천시 창신길 41 (망정동),경상북도 영천시 망정동 518-1 (리라잉글리쉬 부근 삼거리),생활방범,1,200,정북,30,2016-06-01,054-330-6663,35.989511,128.952053,2022-11-29
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 518-4 (망정제1공원),어린이보호,1,200,360도전방면,30,2015-12-01,054-330-6663,35.9876371,128.952512,2022-11-29
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 518-4 (망정제1공원),어린이보호,1,200,360도전방면,30,2021-06-01,054-330-6663,35.9876371,128.952512,2022-11-29
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 518-4 (망정제1공원),어린이보호,1,200,북서,30,2015-12-01,054-330-6663,35.9876371,128.952512,2022-11-29
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 518-4 (망정제1공원),어린이보호,1,200,정북,30,2015-12-01,054-330-6663,35.9876371,128.952512,2022-11-29
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 518-4 (망정제1공원),어린이보호,1,200,정동,30,2015-12-01,054-330-6663,35.9876371,128.952512,2022-11-29
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 518-4 (망정제1공원),어린이보호,1,200,남동,30,2015-12-01,054-330-6663,35.9876371,128.952512,2022-11-29
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 518-4 (망정제1공원),어린이보호,1,200,정남,30,2015-12-01,054-330-6663,35.9876371,128.952512,2022-11-29
영천시청,경상북도 영천시 망정동 우로동길,경상북도 영천시 망정동 522-5번지 (휴먼시아 505동 뒷길),생활방범,1,200,정북,30,2019-08-01,054-330-6663,35.9838825,128.9533574,2022-11-29
영천시청,경상북도 영천시 망정동 우로동길,경상북도 영천시 망정동 522-5번지 (휴먼시아 505동 뒷길),생활방범,1,200,남동,30,2019-08-01,054-330-6663,35.9838825,128.9533574,2022-11-29
영천시청,경상북도 영천시 망정동 우로동길,경상북도 영천시 망정동 522-5번지 (휴먼시아 505동 뒷길),생활방범,1,200,북서,30,2019-08-01,054-330-6663,35.9838825,128.9533574,2022-11-29
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 523-1,생활방범,1,200,360도전방면,30,2017-12-01,054-330-6663,35.9772049,128.9518521,2022-11-29
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 523-1,생활방범,1,200,북동,30,2017-12-01,054-330-6663,35.9772049,128.9518521,2022-11-29
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 523-1,생활방범,1,200,남동,30,2017-12-01,054-330-6663,35.9772049,128.9518521,2022-11-29
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 523-1,생활방범,1,200,정서,30,2017-12-01,054-330-6663,35.9772049,128.9518521,2022-11-29
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 523-1,생활방범,1,200,북서,30,2017-12-01,054-330-6663,35.9772049,128.9518521,2022-11-29
영천시청,경상북도 영천시 창신2길,경상북도 영천시 망정동 534-1 (스카이노래방 사거리),생활방범,1,200,정북,30,2020-11-01,054-330-6663,35.9881344,128.952472,2022-11-29
영천시청,경상북도 영천시 창신2길,경상북도 영천시 망정동 534-1 (스카이노래방 사거리),생활방범,1,200,정동,30,2020-11-01,054-330-6663,35.9881344,128.952472,2022-11-29
영천시청,경상북도 영천시 창신2길,경상북도 영천시 망정동 534-1 (스카이노래방 사거리),생활방범,1,200,정남,30,2020-11-01,054-330-6663,35.9881344,128.952472,2022-11-29
영천시청,경상북도 영천시 창신2길,경상북도 영천시 망정동 534-1 (스카이노래방 사거리),생활방범,1,200,북서,30,2020-11-01,054-330-6663,35.9881344,128.952472,2022-11-29
영천시청,경상북도 영천시 창신길 9,경상북도 영천시 망정동 519-1 (기동대 사거리),생활방범,1,200,360도전방면,30,2020-06-01,054-330-6663,35.986676,128.952541,2022-11-29
영천시청,경상북도 영천시 창신길 9,경상북도 영천시 망정동 519-1 (기동대 사거리),생활방범,1,200,정북,30,2020-06-01,054-330-6663,35.986676,128.952541,2022-11-29
영천시청,경상북도 영천시 창신길 9,경상북도 영천시 망정동 519-1 (기동대 사거리),생활방범,1,200,정동,30,2020-06-01,054-330-6663,35.986676,128.952541,2022-11-29
영천시청,경상북도 영천시 창신길 9,경상북도 영천시 망정동 519-1 (기동대 사거리),생활방범,1,200,북서,30,2020-06-01,054-330-6663,35.986676,128.952541,2022-11-29
영천시청,경상북도 영천시 창신길 9,경상북도 영천시 망정동 519-1 (기동대 사거리),생활방범,1,200,정남,30,2020-06-01,054-330-6663,35.986676,128.952541,2022-11-29
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 534-3,생활방범,1,200,북동,30,2021-06-01,054-330-6663,35.988852,128.956386,2022-11-29
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 534-3,생활방범,1,200,남동,30,2021-06-01,054-330-6663,35.988852,128.956386,2022-11-29
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 534-3,생활방범,1,200,북서,30,2021-06-01,054-330-6663,35.988852,128.956386,2022-11-29
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 534-3,생활방범,1,200,정남,30,2021-12-01,054-330-6663,35.988852,128.956386,2022-11-29
영천시청,경상북도 영천시 미륵4길,"경상북도 영천시 망정동 120 (망정주공 2차,3차 부근 삼거리)",생활방범,1,200,북동,30,2019-12-01,054-330-6663,35.972809,128.9497675,2022-11-29
영천시청,경상북도 영천시 미륵4길,"경상북도 영천시 망정동 120 (망정주공 2차,3차 부근 삼거리)",생활방범,1,200,남동,30,2019-12-01,054-330-6663,35.972809,128.9497675,2022-11-29
영천시청,경상북도 영천시 미륵4길,"경상북도 영천시 망정동 120 (망정주공 2차,3차 부근 삼거리)",생활방범,1,200,북서,30,2019-12-01,054-330-6663,35.972809,128.9497675,2022-11-29
영천시청,경상북도 영천시 언하공단로,경상북도 영천시 망정동 8-6 (주경야술 앞),생활방범,1,200,360도전방면,30,2019-10-01,054-330-6663,35.9865591,128.9575177,2022-11-29
영천시청,경상북도 영천시 언하공단로,경상북도 영천시 망정동 8-6 (주경야술 앞),생활방범,1,200,북동,30,2019-10-01,054-330-6663,35.9865591,128.9575177,2022-11-29
영천시청,경상북도 영천시 언하공단로,경상북도 영천시 망정동 8-6 (주경야술 앞),생활방범,1,200,북서,30,2019-10-01,054-330-6663,35.9865591,128.9575177,2022-11-29
영천시청,경상북도 영천시 언하공단로,경상북도 영천시 망정동 8-6 (주경야술 앞),생활방범,1,200,정남,30,2019-10-01,054-330-6663,35.9865591,128.9575177,2022-11-29
영천시청,경상북도 영천시 언하공단로,경상북도 영천시 망정동 8-6 (주경야술 앞),생활방범,1,200,정서,30,2019-10-01,054-330-6663,35.9865591,128.9575177,2022-11-29
영천시청,경산북도 영천시 매산뒷길,경상북도 영천시 매산동 198-1,생활방범,1,200,북동,30,2021-06-01,054-330-6663,36.0240336,128.923683,2022-11-29
영천시청,경산북도 영천시 매산뒷길,경상북도 영천시 매산동 198-1,생활방범,1,200,정남,30,2021-06-01,054-330-6663,36.0240336,128.923683,2022-11-29
영천시청,경상북도 영천시 문내동 중앙동3길,경상북도 영천시 문내동 13-1 (문내외제1공원),어린이보호,1,200,360도전방면,30,2019-10-01,054-330-6663,35.9744613,128.9315135,2022-11-29
영천시청,경상북도 영천시 문내동 중앙동3길,경상북도 영천시 문내동 13-1 (문내외제1공원),어린이보호,1,200,정북,30,2015-06-01,054-330-6663,35.9744613,128.9315135,2022-11-29
영천시청,경상북도 영천시 문내동 중앙동3길,경상북도 영천시 문내동 13-1 (문내외제1공원),어린이보호,1,200,정북,30,2015-06-01,054-330-6663,35.9744613,128.9315135,2022-11-29
영천시청,경상북도 영천시 문내동 중앙동3길,경상북도 영천시 문내동 13-1 (문내외제1공원),어린이보호,1,200,정동,30,2015-06-01,054-330-6663,35.9744613,128.9315135,2022-11-29
영천시청,경상북도 영천시 문내동 중앙동3길,경상북도 영천시 문내동 13-1 (문내외제1공원),어린이보호,1,200,정서,30,2015-06-01,054-330-6663,35.9744613,128.9315135,2022-11-29
영천시청,경상북도 영천시 문내동 중앙동3길,경상북도 영천시 문내동 13-1 (문내외제1공원),어린이보호,1,200,정남,30,2015-06-01,054-330-6663,35.9744613,128.9315135,2022-11-29
영천시청,경상북도 영천시 중앙동2길 86 (문내동),경상북도 영천시 문내동 14-3 (영천시종합복지센터앞),생활방범,1,200,360도전방면,30,2016-11-01,054-330-6663,35.9742246,128.9322064,2022-11-29
영천시청,경상북도 영천시 중앙동2길 86 (문내동),경상북도 영천시 문내동 14-3 (영천시종합복지센터앞),생활방범,1,200,정북,30,2016-11-01,054-330-6663,35.9742246,128.9322064,2022-11-29
영천시청,경상북도 영천시 중앙동2길 86 (문내동),경상북도 영천시 문내동 14-3 (영천시종합복지센터앞),생활방범,1,200,정동,30,2017-09-01,054-330-6663,35.9742246,128.9322064,2022-11-29
영천시청,경상북도 영천시 문내동 옛군청2길,경상북도 영천시 문내동 167-1 (옛군청 2길 사거리),생활방범,1,200,360도전방면,30,2014-05-01,054-330-6663,35.9687653,128.9316558,2022-11-29
영천시청,경상북도 영천시 문내동 옛군청2길,경상북도 영천시 문내동 167-1 (옛군청 2길 사거리),생활방범,1,200,북동,30,2014-05-01,054-330-6663,35.9687653,128.9316558,2022-11-29
영천시청,경상북도 영천시 문내동 옛군청2길,경상북도 영천시 문내동 167-1 (옛군청 2길 사거리),생활방범,1,200,북서,30,2014-05-01,054-330-6663,35.9687653,128.9316558,2022-11-29
영천시청,경상북도 영천시 문내동 옛군청2길,경상북도 영천시 문내동 167-1 (옛군청 2길 사거리),생활방범,1,200,정남,30,2014-05-01,054-330-6663,35.9687653,128.9316558,2022-11-29
영천시청,경상북도 영천시 충효로 15 (문내동),경상북도 영천시 문내동 24-1 (중앙초등 정문),생활방범,1,200,360도전방면,30,2016-11-01,054-330-6663,35.971826,128.9323556,2022-11-29
영천시청,경상북도 영천시 충효로 15 (문내동),경상북도 영천시 문내동 24-1 (중앙초등 정문),생활방범,1,200,북동,30,2016-11-01,054-330-6663,35.971826,128.9323556,2022-11-29
영천시청,경상북도 영천시 충효로 15 (문내동),경상북도 영천시 문내동 24-1 (중앙초등 정문),생활방범,1,200,북서,30,2016-11-01,054-330-6663,35.971826,128.9323556,2022-11-29
영천시청,경상북도 영천시 충효로 15 (문내동),경상북도 영천시 문내동 24-1 (중앙초등 정문),생활방범,1,200,정남,30,2016-11-01,054-330-6663,35.971826,128.9323556,2022-11-29
영천시청,경상북도 영천시 충효로 15 (문내동),경상북도 영천시 문내동 24-1 (중앙초등 정문),생활방범,1,200,남동,30,2016-11-01,054-330-6663,35.971826,128.9323556,2022-11-29
영천시청,경상북도 영천시 조양길 71 (문내동),경상북도 영천시 문내동 255 (문내주공 뒷편),생활방범,1,200,북동,30,2017-06-01,054-330-6663,35.975553,128.931376,2022-11-29
영천시청,경상북도 영천시 조양길 71 (문내동),경상북도 영천시 문내동 255 (문내주공 뒷편),생활방범,1,200,정남,30,2017-06-01,054-330-6663,35.975553,128.931376,2022-11-29
영천시청,경상북도 영천시 중앙동1길 129 (문내동),경상북도 영천시 문내동 3-10 (영천중학교 앞),생활방범,1,200,360도전방면,30,2021-06-01,054-330-6663,35.974466,128.930473,2022-11-29
영천시청,경상북도 영천시 중앙동1길 129 (문내동),경상북도 영천시 문내동 3-10 (영천중학교 앞),생활방범,1,200,북동,30,2021-06-01,054-330-6663,35.974466,128.930473,2022-11-29
영천시청,경상북도 영천시 중앙동1길 129 (문내동),경상북도 영천시 문내동 3-10 (영천중학교 앞),생활방범,1,200,남서,30,2021-06-01,054-330-6663,35.974466,128.930473,2022-11-29
영천시청,경상북도 영천시 문내동 조양길,경상북도 영천시 문내동 42-14 (대경유통 주변 사거리),생활방범,1,200,정북,30,2019-08-01,054-330-6663,35.969961,128.932731,2022-11-29
영천시청,경상북도 영천시 문내동 조양길,경상북도 영천시 문내동 42-14 (대경유통 주변 사거리),생활방범,1,200,정동,30,2019-08-01,054-330-6663,35.969961,128.932731,2022-11-29
영천시청,경상북도 영천시 문내동 조양길,경상북도 영천시 문내동 42-14 (대경유통 주변 사거리),생활방범,1,200,정남,30,2019-08-01,054-330-6663,35.969961,128.932731,2022-11-29
영천시청,경상북도 영천시 문내동 조양길,경상북도 영천시 문내동 42-14 (대경유통 주변 사거리),생활방범,1,200,북서,30,2019-08-01,054-330-6663,35.969961,128.932731,2022-11-29
영천시청,경상북도 영천시 문내동 동문길,경상북도 영천시 문내동 58-6 (동문 삼거리),생활방범,1,200,360도전방면,30,2022-09-01,054-330-6663,35.9700616,128.9339754,2022-11-29
